what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336678615118
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336678623655
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1336678627075
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1336678628063
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1336678637009
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1336678648389
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1336678665490
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336678665503
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336678667065
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336678683416
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336678683551
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336678699311
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336678699441
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1336678727466
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1336678727511
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1336678821691
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336678823087
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336678836277
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1336678863785
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1336678874787
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1336678882629
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336679037521
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336679188959
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336679214385
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336679220342
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336679221132
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336679244837
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336679246447
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336679256165
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336679262571
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336679282472
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336679283827
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336679285323
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336679287974
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336679288163
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336679363828
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.OldLogCatView",1336679363899
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336679365906
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336679388245
started,bundle,org.eclipse.wb.os,1.3.0.r37x201202052311,"org.eclipse.wb.os",1336679392445
started,bundle,org.eclipse.wb.os.win32,1.3.0.r37x201202052311,"org.eclipse.wb.os.win32",1336679392455
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336679435354
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336679437463
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336679437488
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336679547632
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336679547736
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336679555406
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336679556525
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336679567613
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336679588252
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336679593019
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336679608134
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336679618044
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336679627141
