what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1336418912055
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1336418912056
started,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1336418912057
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1336418912058
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1336418912059
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1336418912060
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1336418912060
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1336418912061
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1336418912062
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1336418912168
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1336418912169
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1336418912195
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1336418912196
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1336418912197
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1336418912199
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1336418912249
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1336418912250
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1336418912250
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1336418912252
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1336418912295
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1336418912297
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1336418912298
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1336418912312
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1336418912313
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1336418912314
started,bundle,org.eclipse.wb.core,1.3.0.r37x201202052311,"org.eclipse.wb.core",1336418912339
started,bundle,org.eclipse.wb.core.lib,1.3.0.r37x201202052311,"org.eclipse.wb.core.lib",1336418912378
started,bundle,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.adt",1336418912379
os,sysinfo,,,"win32",1336418912384
arch,sysinfo,,,"x86_64",1336418912384
ws,sysinfo,,,"win32",1336418912384
locale,sysinfo,,,"en_US",1336418912384
processors,sysinfo,,,"4",1336418912384
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1336418912384
java.runtime.version,sysinfo,,,"1.7.0_04-b20",1336418912384
java.specification.name,sysinfo,,,"Java Platform API Specification",1336418912384
java.specification.vendor,sysinfo,,,"Oracle Corporation",1336418912384
java.specification.version,sysinfo,,,"1.7",1336418912384
java.vendor,sysinfo,,,"Oracle Corporation",1336418912384
java.version,sysinfo,,,"1.7.0_04",1336418912384
java.vm.info,sysinfo,,,"mixed mode",1336418912384
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1336418912384
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1336418912384
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1336418912384
java.vm.specification.version,sysinfo,,,"1.7",1336418912384
java.vm.vendor,sysinfo,,,"Oracle Corporation",1336418912384
java.vm.version,sysinfo,,,"23.0-b21",1336418912384
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1336418912443
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1336418912487
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1336418912541
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1336418912615
started,bundle,org.eclipse.wb.discovery.core,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.core",1336418912628
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1336418913213
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1336418913888
started,bundle,org.eclipse.wb.discovery.ui,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.ui",1336418914237
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1336418914283
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1336418916908
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336418920720
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1336418921502
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1336418926693
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1336418928717
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1336418934264
started,bundle,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms",1336418937852
started,bundle,com.android.ide.eclipse.traceview,18.0.0.v201203301601-306762,"com.android.ide.eclipse.traceview",1336418938747
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1336418938968
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336418939272
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336418942620
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336418966720
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336514160354
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1336514161505
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1336514161732
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336514162021
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336514163455
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.core",1336514167823
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1336514175340
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336514176550
error,log,,,"No command output when running: 'am start -n usc.cs.survey/usc.cs.survey.Survey -a android.intent.action.MAIN -c android.intent.category.LAUNCHER' on device emulator-5556",1336514263857
opened,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1336514293377
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1336514293424
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336514353848
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336514353875
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336514356329
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336514370645
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336514371139
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336514409644
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336514409798
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336514413258
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336514415709
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336514433382
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336514588728
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336514589963
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336514881788
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336514884510
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336514888345
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336514893464
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336514897744
