what,kind,bundleId,bundleVersion,description,time
opened,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1336579691291
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1336579691377
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336579697594
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336579706438
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336579718725
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1336579718902
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336579748993
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336579757165
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336579784017
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336579793771
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336579814059
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336579831841
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1336579841313
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336579864575
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336579865575
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336579870473
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336579880671
started,bundle,org.eclipse.m2e.editor.xml,1.0.200.20111228-1245,"org.eclipse.m2e.editor.xml",1336579880775
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336579881234
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336579881781
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336579899080
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1336579912710
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336579914578
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336579996061
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336580001428
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336580010479
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336580014530
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336580019070
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336580019163
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336580020326
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336580021658
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336580065223
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336580065781
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336580067293
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336580073722
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336580077569
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336580090739
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336580097101
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336580294774
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336580295920
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336580303796
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336580305348
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1336580305523
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336580306450
