what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336706222247
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336706224028
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336706225728
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336706235763
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336706238955
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336706276290
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336706278730
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.OldLogCatView",1336706281033
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336706284511
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336706291731
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336706305232
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336706405864
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336706408960
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.OldLogCatView",1336706461169
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336706467310
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336706534488
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336706535421
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336706536246
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336706539486
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336706539644
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336706794822
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.OldLogCatView",1336706796450
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336706800280
