what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336604366093
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336604367223
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1336604369261
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336604370546
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1336604378860
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336604960053
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336604961486
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336604962195
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336604964404
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336604964570
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336604966856
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336604968565
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336605224926
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336605225737
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336605226884
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336605229432
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336605474624
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1336605482088
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1336605494255
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1336605510642
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1336605560135
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1336605569271
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336605574654
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1336605579149
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1336605590734
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1336605590831
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1336605590833
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1336605590834
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1336605590868
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1336605590897
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1336605590899
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1336605590929
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1336605590930
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1336605590961
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1336605590962
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1336605590994
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1336605590995
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1336605591031
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1336605591070
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1336605591109
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1336605591148
error,log,,,"TableRowRule.onResizeEnd() failed: java.lang.NullPointerException",1336605591322
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1336605606145
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1336605607126
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336605621519
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1336605622203
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1336605627135
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336605633823
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336605637698
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336605641032
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336605642409
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336605643306
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336605644720
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336605644901
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336605824225
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336605827160
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336605830736
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1336605844577
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336605859628
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336605873391
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336605876944
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336605954444
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1336605956557
