what,kind,bundleId,bundleVersion,description,time
opened,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1336179959211
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1336179959217
opened,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1336179959356
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1336179959377
opened,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1336179959679
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1336179959737
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336179959886
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336179959984
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336179960075
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1336179960129
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336179967101
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336180269581
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336180271684
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336180286156
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336180287059
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336180289532
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336180290404
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336180295150
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336180295788
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336180298680
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336180299163
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336180299832
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336180301253
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336180502981
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336180506616
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336180613741
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.generate.javadoc",1336180613766
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336180615348
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1336180617331
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336180624314
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336180625389
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336180626951
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336180628922
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336180633476
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336180657953
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336180660435
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336203691846
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336203692418
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336205587075
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336205590484
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336205687578
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336205688252
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336205790260
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336205793591
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336206574496
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336206574937
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336207464838
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336207466228
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336227637257
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336227637745
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336228942823
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336228943586
